"","modname","formula","AICc","BIC","r2.vals","r2.vals.unique","edf","edf.less.1","delta.AICc","delta.BIC","wi.AICc","wi.BIC","Ca","Mg","K","Alkalinity","Fe","waterT","lake_catch_ratio","mix_event","secchi_m","Zmax_m","Altitude","wetland","bare_rock"
"Diatoma.tenuis.Ca+Fe+wetland","Ca+Fe+wetland","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(wetland, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",230.478615637342,239.627718204024,0.50117,NA,17,6,13.323,13.323,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"Diatoma.tenuis.waterT","waterT","s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",230.491632700635,238.813788879433,0.47718,NA,9,2,13.336,12.509,0,0.001,0,0,0,0,0,1,0,0,0,0,0,0,0
"Diatoma.tenuis.Mg+wetland","Mg+wetland","s(Mg, k = 5, bs = ""cr"") + s(wetland, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",230.69591138384,239.895826470865,0.50521,NA,13,4,13.541,13.591,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Diatoma.tenuis.Altitude+Zmax_m","Altitude+Zmax_m","s(Altitude, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",231.148427069116,240.348342156141,0.45329,NA,13,5,13.993,14.044,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Diatoma.tenuis.Fe+wetland","Fe+wetland","s(Fe, k = 5, bs = ""cr"") + s(wetland, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",231.445315048404,240.645230135429,0.48091,NA,13,4,14.29,14.341,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"Diatoma.tenuis.Mg+waterT","Mg+waterT","s(Mg, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",231.482870347082,240.682785434108,0.49102,NA,13,4,14.328,14.378,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"Diatoma.tenuis.mix_event+Zmax_m","mix_event+Zmax_m","s(mix_event, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",231.491560021626,240.691475108651,0.37973,NA,13,4,14.336,14.387,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Diatoma.tenuis.Fe+Mg+mix_event","Fe+Mg+mix_event","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",231.532582927244,240.681685493925,0.5092,NA,17,6,14.377,14.377,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"Diatoma.tenuis.wetland+Zmax_m","wetland+Zmax_m","s(wetland, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",231.752544491001,240.952459578027,0.09528,NA,14.21,4,14.597,14.648,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"Diatoma.tenuis.Mg+mix_event+Zmax_m","Mg+mix_event+Zmax_m","s(Mg, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",231.977412698474,241.126515265156,0.39377,NA,17,6,14.822,14.822,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"Diatoma.tenuis.Ca+Fe+waterT","Ca+Fe+waterT","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",232.142068434174,241.291171000856,0.54786,NA,17,6,14.987,14.987,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"Diatoma.tenuis.Fe+waterT","Fe+waterT","s(Fe, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",232.338232065159,241.538147152185,0.47127,NA,13,4,15.183,15.234,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"Diatoma.tenuis.Alkalinity+waterT","Alkalinity+waterT","s(Alkalinity, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",232.769481015048,241.969396102074,0.46843,NA,13,4,15.614,15.665,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"Diatoma.tenuis.Zmax_m","Zmax_m","s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",233.062169951112,241.384326129909,0.35456,NA,9,2,15.907,15.08,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Diatoma.tenuis.Altitude+Mg+Zmax_m","Altitude+Mg+Zmax_m","s(Altitude, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",233.183349129529,242.33245169621,0.4641,NA,17,7,16.028,16.028,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"Diatoma.tenuis.Fe+Mg+wetland","Fe+Mg+wetland","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(wetland, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",233.65476232388,242.803864890562,0.50477,NA,17,6,16.499,16.499,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"Diatoma.tenuis.Mg+wetland+Zmax_m","Mg+wetland+Zmax_m","s(Mg, k = 5, bs = ""cr"") + s(wetland, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",234.152940711726,243.302043278408,0.15818,NA,18.22,6,16.998,16.998,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"Diatoma.tenuis.Fe+mix_event+Zmax_m","Fe+mix_event+Zmax_m","s(Fe, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",234.228511188672,243.377613755354,0.35631,NA,17,6,17.073,17.073,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"Diatoma.tenuis.Fe+Mg+waterT","Fe+Mg+waterT","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",234.442417304872,243.591519871554,0.49037,NA,17,6,17.287,17.287,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
"Diatoma.tenuis.Fe+wetland+Zmax_m","Fe+wetland+Zmax_m","s(Fe, k = 5, bs = ""cr"") + s(wetland, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",234.636286103498,243.78538867018,0.10879,NA,18.18,6,17.481,17.481,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
"Diatoma.tenuis.Fe+Zmax_m","Fe+Zmax_m","s(Fe, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",234.642160223048,243.842075310074,0.32484,NA,13,4,17.487,17.538,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Diatoma.tenuis.Mg+Zmax_m","Mg+Zmax_m","s(Mg, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",234.66187952322,243.861794610246,0.35976,NA,13,4,17.507,17.557,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Diatoma.tenuis.Alkalinity+Zmax_m","Alkalinity+Zmax_m","s(Alkalinity, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",234.691415112926,243.891330199951,0.29498,NA,13,4,17.536,17.587,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Diatoma.tenuis.waterT+Zmax_m","waterT+Zmax_m","s(waterT, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",236.461742352307,245.661657439332,0.35689,NA,13,4,19.306,19.357,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"Diatoma.tenuis.Fe+Mg+Zmax_m","Fe+Mg+Zmax_m","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",237.538923667163,246.688026233845,0.34585,NA,17,6,20.384,20.384,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"Diatoma.tenuis.Alkalinity+waterT+Zmax_m","Alkalinity+waterT+Zmax_m","s(Alkalinity, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",238.033275663091,247.182378229773,0.23727,NA,17,6,20.878,20.878,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"Diatoma.tenuis.Fe+waterT+Zmax_m","Fe+waterT+Zmax_m","s(Fe, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",238.955372056195,248.104474622877,0.32543,NA,17,6,21.8,21.8,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"Diatoma.tenuis.Mg+waterT+Zmax_m","Mg+waterT+Zmax_m","s(Mg, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",238.995697993591,248.144800560273,0.36493,NA,17,6,21.84,21.84,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Discostella.stelligera.Fe+mix_event+Zmax_m","Fe+mix_event+Zmax_m","s(Fe, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",423.109744904136,432.258847470817,0.52412,NA,17.06,4,0,0,0.231,0.231,0,0,0,0,1,0,0,1,0,1,0,0,0
"Discostella.stelligera.K+mix_event+Zmax_m","K+mix_event+Zmax_m","s(K, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",423.591665020266,432.740767586947,0.51032,NA,17,3,0.482,0.482,0.182,0.182,0,0,1,0,0,0,0,1,0,1,0,0,0
"Discostella.stelligera.Fe+K+mix_event","Fe+K+mix_event","s(Fe, k = 5, bs = ""cr"") + s(K, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",423.85539461532,433.004497182002,0.49625,NA,17.29,2,0.746,0.746,0.159,0.159,0,0,1,0,1,0,0,1,0,0,0,0,0
"Discostella.stelligera.Mg+mix_event+Zmax_m","Mg+mix_event+Zmax_m","s(Mg, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",424.821011788731,433.970114355413,0.51945,NA,17,4,1.711,1.711,0.098,0.098,0,1,0,0,0,0,0,1,0,1,0,0,0
"Discostella.stelligera.Fe+Mg+mix_event","Fe+Mg+mix_event","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",425.58417377636,434.733276343042,0.4651,NA,17,4,2.474,2.474,0.067,0.067,0,1,0,0,1,0,0,1,0,0,0,0,0
"Discostella.stelligera.mix_event+Zmax_m","mix_event+Zmax_m","s(mix_event, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",425.841055130344,435.04097021737,0.51771,NA,13,2,2.731,2.782,0.059,0.058,0,0,0,0,0,0,0,1,0,1,0,0,0
"Discostella.stelligera.K+Mg+mix_event","K+Mg+mix_event","s(K, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",426.063720277008,435.21282284369,0.4878,NA,17,2,2.954,2.954,0.053,0.053,0,1,1,0,0,0,0,1,0,0,0,0,0
"Discostella.stelligera.Fe+mix_event","Fe+mix_event","s(Fe, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",426.70734279911,435.907257886136,0.46502,NA,13.08,2,3.598,3.648,0.038,0.037,0,0,0,0,1,0,0,1,0,0,0,0,0
"Discostella.stelligera.K+mix_event","K+mix_event","s(K, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",427.324884341696,436.524799428721,0.48572,NA,13,0,4.215,4.266,0.028,0.027,0,0,1,0,0,0,0,1,0,0,0,0,0
"Discostella.stelligera.Fe+wetland+Zmax_m","Fe+wetland+Zmax_m","s(Fe, k = 5, bs = ""cr"") + s(wetland, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",428.112002900324,437.261105467006,0.00201,NA,18.23,6,5.002,5.002,0.019,0.019,0,0,0,0,1,0,0,0,0,1,0,1,0
"Discostella.stelligera.Mg+mix_event","Mg+mix_event","s(Mg, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",428.536008084504,437.735923171529,0.4623,NA,13,2,5.426,5.477,0.015,0.015,0,1,0,0,0,0,0,1,0,0,0,0,0
"Discostella.stelligera.Ca+Fe+wetland","Ca+Fe+wetland","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(wetland, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",428.750052195064,437.899154761746,0.00752,NA,17,3,5.64,5.64,0.014,0.014,1,0,0,0,1,0,0,0,0,0,0,1,0
"Discostella.stelligera.Mg+wetland+Zmax_m","Mg+wetland+Zmax_m","s(Mg, k = 5, bs = ""cr"") + s(wetland, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",429.497708667599,438.646811234281,0.00244,NA,18.22,6,6.388,6.388,0.009,0.009,0,1,0,0,0,0,0,0,0,1,0,1,0
"Discostella.stelligera.mix_event","mix_event","s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",430.502021083264,438.824177262062,0.45354,NA,9,0,7.392,6.565,0.006,0.009,0,0,0,0,0,0,0,1,0,0,0,0,0
"Discostella.stelligera.wetland+Zmax_m","wetland+Zmax_m","s(wetland, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",430.544233256218,439.744148343244,0.00227,NA,14.22,4,7.434,7.485,0.006,0.005,0,0,0,0,0,0,0,0,0,1,0,1,0
"Discostella.stelligera.Fe+Mg+wetland","Fe+Mg+wetland","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(wetland, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",430.58584451748,439.734947084162,0.00932,NA,17,4,7.476,7.476,0.006,0.006,0,1,0,0,1,0,0,0,0,0,0,1,0
"Discostella.stelligera.Ca+wetland","Ca+wetland","s(Ca, k = 5, bs = ""cr"") + s(wetland, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",431.159151050706,440.359066137732,0.00747,NA,13,1,8.049,8.1,0.004,0.004,1,0,0,0,0,0,0,0,0,0,0,1,0
"Discostella.stelligera.Fe+wetland","Fe+wetland","s(Fe, k = 5, bs = ""cr"") + s(wetland, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",431.751170626645,440.951085713671,0.00988,NA,13,2,8.641,8.692,0.003,0.003,0,0,0,0,1,0,0,0,0,0,0,1,0
"Discostella.stelligera.Mg+wetland","Mg+wetland","s(Mg, k = 5, bs = ""cr"") + s(wetland, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",433.07973879594,442.279653882965,0.00911,NA,13,2,9.97,10.021,0.002,0.002,0,1,0,0,0,0,0,0,0,0,0,1,0
"Discostella.stelligera.bare_rock+Mg+Zmax_m","bare_rock+Mg+Zmax_m","s(bare_rock, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",434.96823404637,444.117336613051,0.07467,NA,17.02,3,11.858,11.858,0.001,0.001,0,1,0,0,0,0,0,0,0,1,0,0,1
"Discostella.stelligera.wetland","wetland","s(wetland, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",435.052967089192,443.37512326799,0.00985,NA,9,0,11.943,11.116,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,1,0
"Discostella.stelligera.bare_rock+Zmax_m","bare_rock+Zmax_m","s(bare_rock, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",436.035116845283,445.235031932308,0.07342,NA,13.01,1,12.925,12.976,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"Discostella.stelligera.Fe+secchi_m+Zmax_m","Fe+secchi_m+Zmax_m","s(Fe, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",449.5087136568,458.657816223482,0.02631,NA,17.01,3,26.399,26.399,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
"Discostella.stelligera.K+secchi_m+Zmax_m","K+secchi_m+Zmax_m","s(K, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",449.829514187664,458.978616754346,0.02658,NA,17.01,3,26.72,26.72,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
"Discostella.stelligera.lake_catch_ratio+Mg","lake_catch_ratio+Mg","s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",451.176790243508,460.376705330534,0.09518,NA,13.11,2,28.067,28.118,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Discostella.stelligera.secchi_m+Zmax_m","secchi_m+Zmax_m","s(secchi_m, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",451.979591219778,461.179506306804,0.02636,NA,13.01,1,28.87,28.921,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Discostella.stelligera.lake_catch_ratio","lake_catch_ratio","s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",455.364565068583,463.68672124738,0.08529,NA,9.11,0,32.255,31.428,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Discostella.stelligera.Alkalinity+waterT+Zmax_m","Alkalinity+waterT+Zmax_m","s(Alkalinity, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",455.381327317985,464.530429884667,0.17179,NA,17,2,32.272,32.272,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"Discostella.stelligera.bare_rock+Ca","bare_rock+Ca","s(bare_rock, k = 5, bs = ""cr"") + s(Ca, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",456.084531567005,465.284446654031,0.04228,NA,13,0,32.975,33.026,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"Discostella.stelligera.Mg+secchi_m+Zmax_m","Mg+secchi_m+Zmax_m","s(Mg, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",458.340868949544,467.489971516226,0.06322,NA,17.07,4,35.231,35.231,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
"Discostella.stelligera.Alkalinity+waterT","Alkalinity+waterT","s(Alkalinity, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",461.665004881837,470.864919968862,0.14313,NA,13,2,38.555,38.606,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"Discostella.stelligera.K+Mg+Zmax_m","K+Mg+Zmax_m","s(K, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",463.444599172287,472.593701738969,0.2201,NA,17,4,40.335,40.335,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"Discostella.stelligera.Ca+Fe+secchi_m","Ca+Fe+secchi_m","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",463.547134578159,472.696237144841,0.17869,NA,17.03,6,40.437,40.437,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"Discostella.stelligera.Fe+K+Mg","Fe+K+Mg","s(Fe, k = 5, bs = ""cr"") + s(K, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",463.573910826557,472.723013393239,0.22656,NA,17,8,40.464,40.464,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"Discostella.stelligera.Altitude+Mg+Zmax_m","Altitude+Mg+Zmax_m","s(Altitude, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",463.856483695528,473.00558626221,0.16244,NA,17,5,40.747,40.747,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"Discostella.stelligera.Fe+Mg+Zmax_m","Fe+Mg+Zmax_m","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",464.228640823017,473.377743389698,0.13906,NA,17,4,41.119,41.119,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"Discostella.stelligera.Alkalinity+Zmax_m","Alkalinity+Zmax_m","s(Alkalinity, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",464.334122152457,473.534037239482,0.05341,NA,13,4,41.224,41.275,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Discostella.stelligera.Ca+Fe+waterT","Ca+Fe+waterT","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",464.96538139416,474.114483960842,0.13531,NA,17.1,5,41.856,41.856,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"Discostella.stelligera.K+Mg+secchi_m","K+Mg+secchi_m","s(K, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",465.110224777891,474.259327344573,0.24903,NA,17,9,42,42,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
"Discostella.stelligera.K+Mg+waterT","K+Mg+waterT","s(K, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",465.197555834867,474.346658401549,0.25464,NA,17,8,42.088,42.088,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
"Discostella.stelligera.Mg+waterT+Zmax_m","Mg+waterT+Zmax_m","s(Mg, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",465.548858109265,474.697960675947,0.1462,NA,17,4,42.439,42.439,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Discostella.stelligera.Fe+K+secchi_m","Fe+K+secchi_m","s(Fe, k = 5, bs = ""cr"") + s(K, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",466.202496509074,475.351599075756,0.06917,NA,17.02,7,43.093,43.093,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
"Discostella.stelligera.Fe+Mg+secchi_m","Fe+Mg+secchi_m","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",466.300465490295,475.449568056977,0.13923,NA,17.03,5,43.191,43.191,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"Discostella.stelligera.Fe+K+waterT","Fe+K+waterT","s(Fe, k = 5, bs = ""cr"") + s(K, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",466.529160729693,475.678263296375,0.09724,NA,17.03,7,43.419,43.419,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
"Discostella.stelligera.Fe+Mg+waterT","Fe+Mg+waterT","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",466.829244941513,475.978347508195,0.16731,NA,17.02,7,43.72,43.72,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
"Discostella.stelligera.Altitude+Zmax_m","Altitude+Zmax_m","s(Altitude, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",467.164934064576,476.364849151602,0.03195,NA,13.1,0,44.055,44.106,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Discostella.stelligera.Fe+K+Zmax_m","Fe+K+Zmax_m","s(Fe, k = 5, bs = ""cr"") + s(K, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",467.173359865678,476.32246243236,0.09331,NA,17.04,4,44.064,44.064,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
"Discostella.stelligera.Fe+waterT+Zmax_m","Fe+waterT+Zmax_m","s(Fe, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",467.210864057287,476.359966623969,0.08307,NA,17,4,44.101,44.101,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"Discostella.stelligera.K+waterT+Zmax_m","K+waterT+Zmax_m","s(K, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",467.41640991807,476.565512484751,0.11102,NA,17,4,44.307,44.307,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"Discostella.stelligera.Ca+Fe","Ca+Fe","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",468.003057144824,477.20297223185,0.11052,NA,13.09,3,44.893,44.944,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"Discostella.stelligera.K+Mg","K+Mg","s(K, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",468.074831318598,477.274746405623,0.24647,NA,13,6,44.965,45.016,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
