"","modname","formula","AICc","BIC","r2.vals","r2.vals.unique","edf","edf.less.1","delta.AICc","delta.BIC","wi.AICc","wi.BIC","Ca","Mg","SO4","Alkalinity","Si","Altitude","Fe","erosion_prop","secchi_m","lake_catch_ratio","mix_event","waterT"
"Aulacoseira.distans.septentrionalis.Fe","Fe","s(Fe, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",347.716834971734,356.038991150532,0.19765,NA,9,2,43.889,43.062,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Aulacoseira.distans.septentrionalis.Fe+Mg","Fe+Mg","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",347.717989614148,356.917904701173,0.20048,NA,13,4,43.89,43.941,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Aulacoseira.distans.septentrionalis.Fe+waterT","Fe+waterT","s(Fe, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",347.758225745371,356.958140832396,0.19968,NA,13,4,43.93,43.981,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Aulacoseira.distans.septentrionalis.Fe+Mg+waterT","Fe+Mg+waterT","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",348.659298237396,357.808400804077,0.2021,NA,17,6,44.831,44.831,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"Aulacoseira.distans.septentrionalis.waterT","waterT","s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",348.926698624539,357.248854803337,0.18347,NA,9,2,45.099,44.272,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Aulacoseira.distans.septentrionalis.Mg+waterT","Mg+waterT","s(Mg, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",349.034895505819,358.234810592844,0.18391,NA,13,4,45.207,45.258,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"Aulacoseira.distans.septentrionalis.Mg","Mg","s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",349.05539022141,357.377546400207,0.18086,NA,9,2,45.227,44.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Aulacoseira.distans.septentrionalis.null","null","s(Latitude, Longitude, k = 5)",349.678891129247,356.358582517464,0.18024,NA,5,0,45.851,43.382,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Diatoma.tenuis.erosion_prop","erosion_prop","s(erosion_prop, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",216.942006675168,225.264162853966,0.53658,NA,9,3,0,0,0.115,0.164,0,0,0,0,0,0,0,1,0,0,0,0
"Diatoma.tenuis.erosion_prop+secchi_m","erosion_prop+secchi_m","s(erosion_prop, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",217.228947998453,226.428863085478,0.64997,NA,13,5,0.287,1.165,0.099,0.092,0,0,0,0,0,0,0,1,1,0,0,0
"Diatoma.tenuis.erosion_prop+lake_catch_ratio","erosion_prop+lake_catch_ratio","s(erosion_prop, k = 5, bs = ""cr"") + s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",217.287793039712,226.487708126738,0.62096,NA,13.01,5,0.346,1.224,0.096,0.089,0,0,0,0,0,0,0,1,0,1,0,0
"Diatoma.tenuis.Ca+erosion_prop","Ca+erosion_prop","s(Ca, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",218.201455829253,227.401370916278,0.60117,NA,13,5,1.259,2.137,0.061,0.056,1,0,0,0,0,0,0,1,0,0,0,0
"Diatoma.tenuis.erosion_prop+mix_event","erosion_prop+mix_event","s(erosion_prop, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",218.654705525652,227.854620612677,0.54991,NA,13,5,1.713,2.59,0.049,0.045,0,0,0,0,0,0,0,1,0,0,1,0
"Diatoma.tenuis.Altitude+erosion_prop","Altitude+erosion_prop","s(Altitude, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",218.720435790555,227.92035087758,0.5247,NA,13,5,1.778,2.656,0.047,0.043,0,0,0,0,0,1,0,1,0,0,0,0
"Diatoma.tenuis.Alkalinity+erosion_prop","Alkalinity+erosion_prop","s(Alkalinity, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",219.192333254356,228.392248341381,0.52248,NA,13,5,2.25,3.128,0.037,0.034,0,0,0,1,0,0,0,1,0,0,0,0
"Diatoma.tenuis.erosion_prop+SO4","erosion_prop+SO4","s(erosion_prop, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",219.267194346281,228.467109433307,0.56229,NA,13,4,2.325,3.203,0.036,0.033,0,0,1,0,0,0,0,1,0,0,0,0
"Diatoma.tenuis.erosion_prop+Mg","erosion_prop+Mg","s(erosion_prop, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",219.280386194888,228.480301281914,0.54575,NA,13,5,2.338,3.216,0.036,0.033,0,1,0,0,0,0,0,1,0,0,0,0
"Diatoma.tenuis.erosion_prop+Fe","erosion_prop+Fe","s(erosion_prop, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",219.903043429192,229.102958516217,0.53456,NA,13.08,6,2.961,3.839,0.026,0.024,0,0,0,0,0,0,1,1,0,0,0,0
"Diatoma.tenuis.Ca+erosion_prop+secchi_m","Ca+erosion_prop+secchi_m","s(Ca, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",220.137603303311,229.286705869993,0.65914,NA,17,8,3.196,4.023,0.023,0.022,1,0,0,0,0,0,0,1,1,0,0,0
"Diatoma.tenuis.erosion_prop+lake_catch_ratio+Mg","erosion_prop+lake_catch_ratio+Mg","s(erosion_prop, k = 5, bs = ""cr"") + s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",220.178642059365,229.327744626047,0.64366,NA,17.01,7,3.237,4.064,0.023,0.021,0,1,0,0,0,0,0,1,0,1,0,0
"Diatoma.tenuis.erosion_prop+Mg+secchi_m","erosion_prop+Mg+secchi_m","s(erosion_prop, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",220.597512030098,229.74661459678,0.65484,NA,17,7,3.656,4.482,0.018,0.017,0,1,0,0,0,0,0,1,1,0,0,0
"Diatoma.tenuis.erosion_prop+waterT","erosion_prop+waterT","s(erosion_prop, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",220.695790221646,229.895705308671,0.53661,NA,13,5,3.754,4.632,0.018,0.016,0,0,0,0,0,0,0,1,0,0,0,1
"Diatoma.tenuis.Fe+secchi_m","Fe+secchi_m","s(Fe, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",220.728733974572,229.928649061598,0.52827,NA,13.01,5,3.787,4.664,0.017,0.016,0,0,0,0,0,0,1,0,1,0,0,0
"Diatoma.tenuis.erosion_prop+lake_catch_ratio+SO4","erosion_prop+lake_catch_ratio+SO4","s(erosion_prop, k = 5, bs = ""cr"") + s(lake_catch_ratio, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",220.909553616621,230.058656183303,0.66401,NA,17,6,3.968,4.794,0.016,0.015,0,0,1,0,0,0,0,1,0,1,0,0
"Diatoma.tenuis.erosion_prop+Fe+secchi_m","erosion_prop+Fe+secchi_m","s(erosion_prop, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",221.014030231011,230.163132797693,0.6321,NA,17.13,8,4.072,4.899,0.015,0.014,0,0,0,0,0,0,1,1,1,0,0,0
"Diatoma.tenuis.lake_catch_ratio+Si","lake_catch_ratio+Si","s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",221.171833307991,230.371748395017,0.62324,NA,13.01,3,4.23,5.108,0.014,0.013,0,0,0,0,1,0,0,0,0,1,0,0
"Diatoma.tenuis.erosion_prop+Mg+mix_event","erosion_prop+Mg+mix_event","s(erosion_prop, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",221.193676608763,230.342779175444,0.56482,NA,17,7,4.252,5.079,0.014,0.013,0,1,0,0,0,0,0,1,0,0,1,0
"Diatoma.tenuis.erosion_prop+Fe+lake_catch_ratio","erosion_prop+Fe+lake_catch_ratio","s(erosion_prop, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",221.542293028902,230.691395595584,0.63289,NA,17.03,8,4.6,5.427,0.011,0.011,0,0,0,0,0,0,1,1,0,1,0,0
"Diatoma.tenuis.secchi_m","secchi_m","s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",221.717055882777,230.039212061574,0.58156,NA,9,2,4.775,4.775,0.011,0.015,0,0,0,0,0,0,0,0,1,0,0,0
"Diatoma.tenuis.Fe+Si","Fe+Si","s(Fe, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",221.805549006503,231.005464093528,0.40505,NA,13.01,3,4.864,5.741,0.01,0.009,0,0,0,0,1,0,1,0,0,0,0,0
"Diatoma.tenuis.Ca+erosion_prop+SO4","Ca+erosion_prop+SO4","s(Ca, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",221.856996581945,231.006099148626,0.60203,NA,17,6,4.915,5.742,0.01,0.009,1,0,1,0,0,0,0,1,0,0,0,0
"Diatoma.tenuis.Fe+lake_catch_ratio","Fe+lake_catch_ratio","s(Fe, k = 5, bs = ""cr"") + s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",221.934139524883,231.134054611909,0.53274,NA,13.07,4,4.992,5.87,0.009,0.009,0,0,0,0,0,0,1,0,0,1,0,0
"Diatoma.tenuis.Fe+secchi_m+Si","Fe+secchi_m+Si","s(Fe, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",221.969126144324,231.118228711006,0.49816,NA,17.03,5,5.027,5.854,0.009,0.009,0,0,0,0,1,0,1,0,1,0,0,0
"Diatoma.tenuis.Altitude+erosion_prop+Mg","Altitude+erosion_prop+Mg","s(Altitude, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",221.986461741183,231.135564307865,0.53326,NA,17,7,5.044,5.871,0.009,0.009,0,1,0,0,0,1,0,1,0,0,0,0
"Diatoma.tenuis.secchi_m+Si","secchi_m+Si","s(secchi_m, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",222.0148298848,231.214744971825,0.57188,NA,13,2,5.073,5.951,0.009,0.008,0,0,0,0,1,0,0,0,1,0,0,0
"Diatoma.tenuis.Ca+erosion_prop+Fe","Ca+erosion_prop+Fe","s(Ca, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",222.054690040094,231.203792606776,0.59552,NA,17,8,5.113,5.94,0.009,0.008,1,0,0,0,0,0,1,1,0,0,0,0
"Diatoma.tenuis.Fe+lake_catch_ratio+Si","Fe+lake_catch_ratio+Si","s(Fe, k = 5, bs = ""cr"") + s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",222.154931389734,231.304033956415,0.56643,NA,17.07,4,5.213,6.04,0.008,0.008,0,0,0,0,1,0,1,0,0,1,0,0
"Diatoma.tenuis.Alkalinity+erosion_prop+SO4","Alkalinity+erosion_prop+SO4","s(Alkalinity, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",222.360443271939,231.509545838621,0.54906,NA,17,6,5.418,6.245,0.008,0.007,0,0,1,1,0,0,0,1,0,0,0,0
"Diatoma.tenuis.erosion_prop+Mg+SO4","erosion_prop+Mg+SO4","s(erosion_prop, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",222.401496200155,231.550598766837,0.57255,NA,17,6,5.459,6.286,0.007,0.007,0,1,1,0,0,0,0,1,0,0,0,0
"Diatoma.tenuis.Altitude+erosion_prop+Fe","Altitude+erosion_prop+Fe","s(Altitude, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",222.472604779494,231.621707346176,0.5176,NA,17.07,8,5.531,6.358,0.007,0.007,0,0,0,0,0,1,1,1,0,0,0,0
"Diatoma.tenuis.erosion_prop+Fe+mix_event","erosion_prop+Fe+mix_event","s(erosion_prop, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",222.52386363663,231.672966203312,0.55065,NA,17.05,8,5.582,6.409,0.007,0.007,0,0,0,0,0,0,1,1,0,0,1,0
"Diatoma.tenuis.Alkalinity+erosion_prop+Fe","Alkalinity+erosion_prop+Fe","s(Alkalinity, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",222.707617791135,231.856720357816,0.52396,NA,17.11,8,5.766,6.593,0.006,0.006,0,0,0,1,0,0,1,1,0,0,0,0
"Diatoma.tenuis.Ca+erosion_prop+waterT","Ca+erosion_prop+waterT","s(Ca, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",222.856056112328,232.00515867901,0.60233,NA,17,7,5.914,6.741,0.006,0.006,1,0,0,0,0,0,0,1,0,0,0,1
"Diatoma.tenuis.erosion_prop+Fe+SO4","erosion_prop+Fe+SO4","s(erosion_prop, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",223.142492853219,232.291595419901,0.56341,NA,17.09,7,6.2,7.027,0.005,0.005,0,0,1,0,0,0,1,1,0,0,0,0
"Diatoma.tenuis.erosion_prop+Fe+Mg","erosion_prop+Fe+Mg","s(erosion_prop, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",223.146336578877,232.295439145558,0.54812,NA,17.08,8,6.204,7.031,0.005,0.005,0,1,0,0,0,0,1,1,0,0,0,0
"Diatoma.tenuis.Alkalinity+erosion_prop+waterT","Alkalinity+erosion_prop+waterT","s(Alkalinity, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",223.27005164968,232.419154216362,0.51727,NA,17,7,6.328,7.155,0.005,0.005,0,0,0,1,0,0,0,1,0,0,0,1
"Diatoma.tenuis.Mg+secchi_m","Mg+secchi_m","s(Mg, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",223.3422494812,232.542164568225,0.58924,NA,13,3,6.4,7.278,0.005,0.004,0,1,0,0,0,0,0,0,1,0,0,0
"Diatoma.tenuis.Fe+lake_catch_ratio+Mg","Fe+lake_catch_ratio+Mg","s(Fe, k = 5, bs = ""cr"") + s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",223.42532010908,232.574422675762,0.52091,NA,17.08,6,6.483,7.31,0.004,0.004,0,1,0,0,0,0,1,0,0,1,0,0
"Diatoma.tenuis.erosion_prop+Mg+waterT","erosion_prop+Mg+waterT","s(erosion_prop, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",223.450347005388,232.59944957207,0.54382,NA,17,6,6.508,7.335,0.004,0.004,0,1,0,0,0,0,0,1,0,0,0,1
"Diatoma.tenuis.Fe","Fe","s(Fe, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",223.456281862287,231.778438041084,0.41389,NA,9.01,2,6.514,6.514,0.004,0.006,0,0,0,0,0,0,1,0,0,0,0,0
"Diatoma.tenuis.Ca+Fe+secchi_m","Ca+Fe+secchi_m","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",223.639805330611,232.788907897293,0.53336,NA,17.01,8,6.698,7.525,0.004,0.004,1,0,0,0,0,0,1,0,1,0,0,0
"Diatoma.tenuis.Ca+Fe+Si","Ca+Fe+Si","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",223.651765400591,232.800867967273,0.4751,NA,17.03,5,6.71,7.537,0.004,0.004,1,0,0,0,1,0,1,0,0,0,0,0
"Diatoma.tenuis.Ca+secchi_m","Ca+secchi_m","s(Ca, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",223.656213790602,232.856128877628,0.58347,NA,13,5,6.714,7.592,0.004,0.004,1,0,0,0,0,0,0,0,1,0,0,0
"Diatoma.tenuis.Altitude+Fe+Si","Altitude+Fe+Si","s(Altitude, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",223.830993367159,232.980095933841,0.37601,NA,17.01,6,6.889,7.716,0.004,0.003,0,0,0,0,1,1,1,0,0,0,0,0
"Diatoma.tenuis.lake_catch_ratio","lake_catch_ratio","s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",223.984500612024,232.306656790822,0.59613,NA,9.02,3,7.042,7.042,0.003,0.005,0,0,0,0,0,0,0,0,0,1,0,0
"Diatoma.tenuis.lake_catch_ratio+Mg+Si","lake_catch_ratio+Mg+Si","s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",223.989953985709,233.139056552391,0.63527,NA,17.02,5,7.048,7.875,0.003,0.003,0,1,0,0,1,0,0,0,0,1,0,0
"Diatoma.tenuis.Ca+Fe","Ca+Fe","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",224.029903546286,233.229818633312,0.48045,NA,13,5,7.088,7.966,0.003,0.003,1,0,0,0,0,0,1,0,0,0,0,0
"Diatoma.tenuis.Fe+Mg+secchi_m","Fe+Mg+secchi_m","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",224.224489791587,233.373592358269,0.53814,NA,17.01,6,7.282,8.109,0.003,0.003,0,1,0,0,0,0,1,0,1,0,0,0
"Diatoma.tenuis.lake_catch_ratio+Mg","lake_catch_ratio+Mg","s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",224.272530867246,233.472445954271,0.61616,NA,13.02,5,7.331,8.208,0.003,0.003,0,1,0,0,0,0,0,0,0,1,0,0
"Diatoma.tenuis.erosion_prop+Fe+waterT","erosion_prop+Fe+waterT","s(erosion_prop, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",224.54617024482,233.695272811502,0.53479,NA,17.05,8,7.604,8.431,0.003,0.002,0,0,0,0,0,0,1,1,0,0,0,1
"Diatoma.tenuis.Ca+Si","Ca+Si","s(Ca, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",224.662656664628,233.862571751653,0.53891,NA,13,2,7.721,8.598,0.002,0.002,1,0,0,0,1,0,0,0,0,0,0,0
"Diatoma.tenuis.Ca+secchi_m+Si","Ca+secchi_m+Si","s(Ca, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",224.696776689536,233.845879256218,0.57448,NA,17,6,7.755,8.582,0.002,0.002,1,0,0,0,1,0,0,0,1,0,0,0
"Diatoma.tenuis.Altitude+Fe","Altitude+Fe","s(Altitude, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",225.047309325853,234.247224412878,0.38988,NA,13,4,8.105,8.983,0.002,0.002,0,0,0,0,0,1,1,0,0,0,0,0
"Diatoma.tenuis.Fe+mix_event+Si","Fe+mix_event+Si","s(Fe, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",225.1493509029,234.298453469582,0.41408,NA,17.03,5,8.207,9.034,0.002,0.002,0,0,0,0,1,0,1,0,0,0,1,0
"Diatoma.tenuis.Fe+mix_event","Fe+mix_event","s(Fe, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",225.410993981427,234.610909068452,0.42456,NA,13.01,3,8.469,9.347,0.002,0.002,0,0,0,0,0,0,1,0,0,0,1,0
"Diatoma.tenuis.Fe+Mg+Si","Fe+Mg+Si","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",225.438281940778,234.587384507459,0.41281,NA,17.01,6,8.496,9.323,0.002,0.002,0,1,0,0,1,0,1,0,0,0,0,0
"Diatoma.tenuis.Mg+secchi_m+Si","Mg+secchi_m+Si","s(Mg, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",225.476539902863,234.625642469545,0.58127,NA,17,5,8.535,9.361,0.002,0.002,0,1,0,0,1,0,0,0,1,0,0,0
"Diatoma.tenuis.Si","Si","s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",225.528793544985,233.850949723783,0.47675,NA,9,0,8.587,8.587,0.002,0.002,0,0,0,0,1,0,0,0,0,0,0,0
"Diatoma.tenuis.Alkalinity+Fe+Si","Alkalinity+Fe+Si","s(Alkalinity, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",225.646436276579,234.795538843261,0.4086,NA,17.01,5,8.704,9.531,0.001,0.001,0,0,0,1,1,0,1,0,0,0,0,0
"Diatoma.tenuis.Fe+Si+waterT","Fe+Si+waterT","s(Fe, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",225.657960056651,234.807062623333,0.38869,NA,17.01,6,8.716,9.543,0.001,0.001,0,0,0,0,1,0,1,0,0,0,0,1
"Diatoma.tenuis.Fe+Mg","Fe+Mg","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",225.821773974729,235.021689061754,0.42625,NA,13.01,3,8.88,9.758,0.001,0.001,0,1,0,0,0,0,1,0,0,0,0,0
"Diatoma.tenuis.Fe+lake_catch_ratio+SO4","Fe+lake_catch_ratio+SO4","s(Fe, k = 5, bs = ""cr"") + s(lake_catch_ratio, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",225.968819033394,235.117921600076,0.53632,NA,17.07,5,9.027,9.854,0.001,0.001,0,0,1,0,0,0,1,0,0,1,0,0
"Diatoma.tenuis.Fe+SO4","Fe+SO4","s(Fe, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",226.102683228859,235.302598315884,0.42789,NA,13.01,3,9.161,10.038,0.001,0.001,0,0,1,0,0,0,1,0,0,0,0,0
"Diatoma.tenuis.Alkalinity+Fe","Alkalinity+Fe","s(Alkalinity, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",226.325438922274,235.525354009299,0.41468,NA,13.01,4,9.383,10.261,0.001,0.001,0,0,0,1,0,0,1,0,0,0,0,0
"Diatoma.tenuis.lake_catch_ratio+SO4","lake_catch_ratio+SO4","s(lake_catch_ratio, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",226.426508983929,235.626424070955,0.61295,NA,13.02,4,9.485,10.362,0.001,0.001,0,0,1,0,0,0,0,0,0,1,0,0
"Diatoma.tenuis.Ca","Ca","s(Ca, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",226.534458617664,234.856614796461,0.54202,NA,9,2,9.592,9.592,0.001,0.001,1,0,0,0,0,0,0,0,0,0,0,0
"Diatoma.tenuis.mix_event+Si","mix_event+Si","s(mix_event, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",226.649296614345,235.84921170137,0.49031,NA,13,2,9.707,10.585,0.001,0.001,0,0,0,0,1,0,0,0,0,0,1,0
"Diatoma.tenuis.Fe+waterT","Fe+waterT","s(Fe, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",227.080028188483,236.279943275509,0.41503,NA,13.01,4,10.138,11.016,0.001,0.001,0,0,0,0,0,0,1,0,0,0,0,1
"Diatoma.tenuis.Altitude+Si","Altitude+Si","s(Altitude, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",227.429608385149,236.629523472175,0.47151,NA,13,3,10.488,11.365,0.001,0.001,0,0,0,0,1,1,0,0,0,0,0,0
"Diatoma.tenuis.lake_catch_ratio+Mg+SO4","lake_catch_ratio+Mg+SO4","s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",227.655272772571,236.804375339253,0.63391,NA,17.02,6,10.713,11.54,0.001,0.001,0,1,1,0,0,0,0,0,0,1,0,0
